statistical-geography,boundary
E06000001,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000001/index.geojson
E06000002,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000002/index.geojson
E06000003,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000003/index.geojson
E06000004,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000004/index.geojson
E06000005,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000005/index.geojson
E06000006,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000006/index.geojson
E06000007,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000007/index.geojson
E06000008,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000008/index.geojson
E06000009,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000009/index.geojson
E06000010,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000010/index.geojson
E06000011,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000011/index.geojson
E06000012,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000012/index.geojson
E06000013,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000013/index.geojson
E06000014,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000014/index.geojson
E06000015,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000015/index.geojson
E06000016,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000016/index.geojson
E06000017,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000017/index.geojson
E06000018,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000018/index.geojson
E06000019,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000019/index.geojson
E06000020,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000020/index.geojson
E06000021,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000021/index.geojson
E06000022,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000022/index.geojson
E06000023,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000023/index.geojson
E06000024,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000024/index.geojson
E06000025,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000025/index.geojson
E06000026,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000026/index.geojson
E06000027,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000027/index.geojson
E06000030,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000030/index.geojson
E06000031,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000031/index.geojson
E06000032,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000032/index.geojson
E06000033,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000033/index.geojson
E06000034,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000034/index.geojson
E06000035,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000035/index.geojson
E06000036,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000036/index.geojson
E06000037,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000037/index.geojson
E06000038,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000038/index.geojson
E06000039,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000039/index.geojson
E06000040,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000040/index.geojson
E06000041,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000041/index.geojson
E06000042,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000042/index.geojson
E06000043,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000043/index.geojson
E06000044,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000044/index.geojson
E06000045,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000045/index.geojson
E06000046,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000046/index.geojson
E06000047,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000047/index.geojson
E06000049,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000049/index.geojson
E06000050,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000050/index.geojson
E06000051,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000051/index.geojson
E06000052,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000052/index.geojson
E06000053,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000053/index.geojson
E06000054,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000054/index.geojson
E06000055,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000055/index.geojson
E06000056,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000056/index.geojson
E06000057,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000057/index.geojson
E06000058,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000058/index.geojson
E06000059,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E06000059/index.geojson
E07000004,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000004/index.geojson
E07000005,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000005/index.geojson
E07000006,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000006/index.geojson
E07000007,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000007/index.geojson
E07000008,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000008/index.geojson
E07000009,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000009/index.geojson
E07000010,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000010/index.geojson
E07000011,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000011/index.geojson
E07000012,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000012/index.geojson
E07000026,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000026/index.geojson
E07000027,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000027/index.geojson
E07000028,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000028/index.geojson
E07000029,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000029/index.geojson
E07000030,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000030/index.geojson
E07000031,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000031/index.geojson
E07000032,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000032/index.geojson
E07000033,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000033/index.geojson
E07000034,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000034/index.geojson
E07000035,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000035/index.geojson
E07000036,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000036/index.geojson
E07000037,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000037/index.geojson
E07000038,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000038/index.geojson
E07000039,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000039/index.geojson
E07000040,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000040/index.geojson
E07000041,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000041/index.geojson
E07000042,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000042/index.geojson
E07000043,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000043/index.geojson
E07000044,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000044/index.geojson
E07000045,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000045/index.geojson
E07000046,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000046/index.geojson
E07000047,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000047/index.geojson
E07000061,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000061/index.geojson
E07000062,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000062/index.geojson
E07000063,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000063/index.geojson
E07000064,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000064/index.geojson
E07000065,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000065/index.geojson
E07000066,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000066/index.geojson
E07000067,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000067/index.geojson
E07000068,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000068/index.geojson
E07000069,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000069/index.geojson
E07000070,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000070/index.geojson
E07000071,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000071/index.geojson
E07000072,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000072/index.geojson
E07000073,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000073/index.geojson
E07000074,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000074/index.geojson
E07000075,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000075/index.geojson
E07000076,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000076/index.geojson
E07000077,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000077/index.geojson
E07000078,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000078/index.geojson
E07000079,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000079/index.geojson
E07000080,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000080/index.geojson
E07000081,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000081/index.geojson
E07000082,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000082/index.geojson
E07000083,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000083/index.geojson
E07000084,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000084/index.geojson
E07000085,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000085/index.geojson
E07000086,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000086/index.geojson
E07000087,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000087/index.geojson
E07000088,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000088/index.geojson
E07000089,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000089/index.geojson
E07000090,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000090/index.geojson
E07000091,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000091/index.geojson
E07000092,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000092/index.geojson
E07000093,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000093/index.geojson
E07000094,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000094/index.geojson
E07000095,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000095/index.geojson
E07000096,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000096/index.geojson
E07000098,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000098/index.geojson
E07000099,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000099/index.geojson
E07000102,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000102/index.geojson
E07000103,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000103/index.geojson
E07000105,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000105/index.geojson
E07000106,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000106/index.geojson
E07000107,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000107/index.geojson
E07000108,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000108/index.geojson
E07000109,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000109/index.geojson
E07000110,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000110/index.geojson
E07000111,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000111/index.geojson
E07000112,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000112/index.geojson
E07000113,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000113/index.geojson
E07000114,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000114/index.geojson
E07000115,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000115/index.geojson
E07000116,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000116/index.geojson
E07000117,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000117/index.geojson
E07000118,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000118/index.geojson
E07000119,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000119/index.geojson
E07000120,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000120/index.geojson
E07000121,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000121/index.geojson
E07000122,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000122/index.geojson
E07000123,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000123/index.geojson
E07000124,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000124/index.geojson
E07000125,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000125/index.geojson
E07000126,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000126/index.geojson
E07000127,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000127/index.geojson
E07000128,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000128/index.geojson
E07000129,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000129/index.geojson
E07000130,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000130/index.geojson
E07000131,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000131/index.geojson
E07000132,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000132/index.geojson
E07000133,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000133/index.geojson
E07000134,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000134/index.geojson
E07000135,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000135/index.geojson
E07000136,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000136/index.geojson
E07000137,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000137/index.geojson
E07000138,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000138/index.geojson
E07000139,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000139/index.geojson
E07000140,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000140/index.geojson
E07000141,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000141/index.geojson
E07000142,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000142/index.geojson
E07000143,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000143/index.geojson
E07000144,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000144/index.geojson
E07000145,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000145/index.geojson
E07000146,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000146/index.geojson
E07000147,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000147/index.geojson
E07000148,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000148/index.geojson
E07000149,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000149/index.geojson
E07000150,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000150/index.geojson
E07000151,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000151/index.geojson
E07000152,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000152/index.geojson
E07000153,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000153/index.geojson
E07000154,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000154/index.geojson
E07000155,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000155/index.geojson
E07000156,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000156/index.geojson
E07000163,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000163/index.geojson
E07000164,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000164/index.geojson
E07000165,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000165/index.geojson
E07000166,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000166/index.geojson
E07000167,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000167/index.geojson
E07000168,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000168/index.geojson
E07000169,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000169/index.geojson
E07000170,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000170/index.geojson
E07000171,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000171/index.geojson
E07000172,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000172/index.geojson
E07000173,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E07000173/index.geojson
